token,label,start_char,end_char,context
a hundred and forty-two,CARDINAL,11,34,"There were a hundred and forty-two staircases at Hogwarts: wide, sweeping ones; narrow, rickety ones; some that led somewhere different on a Friday; some with a vanishing step halfway up that you had to remember to jump."
Hogwarts,PERSON,49,57,"There were a hundred and forty-two staircases at Hogwarts: wide, sweeping ones; narrow, rickety ones; some that led somewhere different on a Friday; some with a vanishing step halfway up that you had to remember to jump."
Friday,DATE,141,147,"There were a hundred and forty-two staircases at Hogwarts: wide, sweeping ones; narrow, rickety ones; some that led somewhere different on a Friday; some with a vanishing step halfway up that you had to remember to jump."
Harry,PERSON,64,69,"The people in the portraits kept going to visit each other, and Harry was sure the coats of armor could walk."
one,CARDINAL,33,36,It was always a nasty shock when one of them glided suddenly through a door you were trying to open.
Headless Nick,PERSON,7,20,"Nearly Headless Nick was always happy to point new Gryffindors in the right direction, but Peeves the Poltergeist was worth two locked doors and a trick staircase if you met him when you were late for class."
two,CARDINAL,124,127,"Nearly Headless Nick was always happy to point new Gryffindors in the right direction, but Peeves the Poltergeist was worth two locked doors and a trick staircase if you met him when you were late for class."
Peeves,ORG,16,22,"Even worse than Peeves, if that was possible, was the caretaker, Argus Filch."
Argus Filch,ORG,65,76,"Even worse than Peeves, if that was possible, was the caretaker, Argus Filch."
Harry,PERSON,0,5,Harry and Ron managed to get on the wrong side of him on their very first morning.
Ron,PERSON,10,13,Harry and Ron managed to get on the wrong side of him on their very first morning.
their very first morning,DATE,57,81,Harry and Ron managed to get on the wrong side of him on their very first morning.
third,ORDINAL,140,145,Filch found them trying to force their way through a door that unluckily turned out to be the entrance to the out-of-bounds corridor on the third floor.
Quirrell,PERSON,176,184,"He wouldn't believe they were lost, was sure they were trying to break into it on purpose, and was threatening to lock them in the dungeons when they were rescued by Professor Quirrell, who was passing."
Filch,ORG,0,5,"Filch owned a cat called Mrs. Norris, a scrawny, dust-colored creature with bulging, lamp like eyes just like Filch's."
Norris,PERSON,30,36,"Filch owned a cat called Mrs. Norris, a scrawny, dust-colored creature with bulging, lamp like eyes just like Filch's."
Filch,ORG,110,115,"Filch owned a cat called Mrs. Norris, a scrawny, dust-colored creature with bulging, lamp like eyes just like Filch's."
just one,CARDINAL,34,42,"Break a rule in front of her, put just one toe out of line, and she'd whisk off for Filch, who'd appear, wheezing, two seconds later."
Filch,ORG,84,89,"Break a rule in front of her, put just one toe out of line, and she'd whisk off for Filch, who'd appear, wheezing, two seconds later."
two seconds,TIME,115,126,"Break a rule in front of her, put just one toe out of line, and she'd whisk off for Filch, who'd appear, wheezing, two seconds later."
Weasley,PERSON,87,94,Filch knew the secret passageways of the school better than anyone (except perhaps the Weasley twins) and could pop up as suddenly as any of the ghosts.
Norris,PERSON,81,87,"The students all hated him, and it was the dearest ambition of many to give Mrs. Norris a good kick."
Harry,PERSON,34,39,"There was a lot more to magic, as Harry quickly found out, than waving your wand and saying a few funny words."
night,TIME,22,27,They had to study the night skies through their telescopes every Wednesday at midnight and learn the names of different stars and the movements of the planets.
every Wednesday,TIME,59,74,They had to study the night skies through their telescopes every Wednesday at midnight and learn the names of different stars and the movements of the planets.
midnight,TIME,78,86,They had to study the night skies through their telescopes every Wednesday at midnight and learn the names of different stars and the movements of the planets.
Three,CARDINAL,0,5,"Three times a week they went out to the greenhouses behind the castle to study Herbology, with a dumpy little witch called Professor Sprout, where they learned how to take care of all the strange plants and fungi, and found out what they were used for."
Magic,PRODUCT,44,49,"Easily the most boring class was History of Magic, which was the only one taught by a ghost."
only one,CARDINAL,65,73,"Easily the most boring class was History of Magic, which was the only one taught by a ghost."
Binns,PERSON,10,15,"Professor Binns had been very old indeed when he had fallen asleep in front of the staff room fire and got up next morning to teach, leaving his body behind him."
next morning,TIME,110,122,"Professor Binns had been very old indeed when he had fallen asleep in front of the staff room fire and got up next morning to teach, leaving his body behind him."
Emetic,PERSON,74,80,"Binns droned on and on while they scribbled down names and dates, and got Emetic the Evil and Uric the Oddball mixed up."
Flitwick,PERSON,10,18,"Professor Flitwick, the Charms teacher, was a tiny little wizard who had to stand on a pile of books to see over his desk."
first,ORDINAL,22,27,"At the start of their first class he took the roll call, and when he reached Harry's name he gave an excited squeak and toppled out of sight."
Harry,PERSON,77,82,"At the start of their first class he took the roll call, and when he reached Harry's name he gave an excited squeak and toppled out of sight."
McGonagall,PERSON,10,20,Professor McGonagall was again different.
Harry,PERSON,0,5,Harry had been quite right to think she wasn't a teacher to cross.
first,ORDINAL,78,83,"Strict and clever, she gave them a talking-to the moment they sat down in her first class."
Hogwarts,PERSON,83,91,"""Transfiguration is some of the most complex and dangerous magic you will learn at Hogwarts,"" she said."
Hermione Granger,PERSON,31,47,"By the end of the lesson, only Hermione Granger had made any difference to her match; Professor McGonagall showed the class how it had gone all silver and pointy and gave Hermione a rare smile."
Professor McGonagall,PERSON,86,106,"By the end of the lesson, only Hermione Granger had made any difference to her match; Professor McGonagall showed the class how it had gone all silver and pointy and gave Hermione a rare smile."
Hermione,PERSON,171,179,"By the end of the lesson, only Hermione Granger had made any difference to her match; Professor McGonagall showed the class how it had gone all silver and pointy and gave Hermione a rare smile."
Defense Against the Dark Arts,ORG,58,87,"The class everyone had really been looking forward to was Defense Against the Dark Arts, but Quirrell's lessons turned out to be a bit of a joke."
Quirrell,ORG,93,101,"The class everyone had really been looking forward to was Defense Against the Dark Arts, but Quirrell's lessons turned out to be a bit of a joke."
Romania,GPE,100,107,"His classroom smelled strongly of garlic, which everyone said was to ward off a vampire he'd met in Romania and was afraid would be coming back to get him one of these days."
African,NORP,54,61,"His turban, he told them, had been given to him by an African prince as a thank-you for getting rid of a troublesome zombie, but they weren't sure they believed this story."
one,CARDINAL,4,7,"For one thing, when Seamus Finnigan asked eagerly to hear how Quirrell had fought off the zombie, Quirrell went pink and started talking about the weather; for another, they had noticed that a funny smell hung around the turban, and the Weasley twins insisted that it was stuffed full of garlic as well, so that Quirrell was protected wherever he went."
Seamus Finnigan,PERSON,20,35,"For one thing, when Seamus Finnigan asked eagerly to hear how Quirrell had fought off the zombie, Quirrell went pink and started talking about the weather; for another, they had noticed that a funny smell hung around the turban, and the Weasley twins insisted that it was stuffed full of garlic as well, so that Quirrell was protected wherever he went."
Quirrell,ORG,62,70,"For one thing, when Seamus Finnigan asked eagerly to hear how Quirrell had fought off the zombie, Quirrell went pink and started talking about the weather; for another, they had noticed that a funny smell hung around the turban, and the Weasley twins insisted that it was stuffed full of garlic as well, so that Quirrell was protected wherever he went."
Quirrell,ORG,98,106,"For one thing, when Seamus Finnigan asked eagerly to hear how Quirrell had fought off the zombie, Quirrell went pink and started talking about the weather; for another, they had noticed that a funny smell hung around the turban, and the Weasley twins insisted that it was stuffed full of garlic as well, so that Quirrell was protected wherever he went."
Weasley,PERSON,237,244,"For one thing, when Seamus Finnigan asked eagerly to hear how Quirrell had fought off the zombie, Quirrell went pink and started talking about the weather; for another, they had noticed that a funny smell hung around the turban, and the Weasley twins insisted that it was stuffed full of garlic as well, so that Quirrell was protected wherever he went."
Quirrell,ORG,312,320,"For one thing, when Seamus Finnigan asked eagerly to hear how Quirrell had fought off the zombie, Quirrell went pink and started talking about the weather; for another, they had noticed that a funny smell hung around the turban, and the Weasley twins insisted that it was stuffed full of garlic as well, so that Quirrell was protected wherever he went."
Harry,PERSON,0,5,Harry was very relieved to find out that he wasn't miles behind everyone else.
Muggle,PERSON,29,35,"Lots of people had come from Muggle families and, like him, hadn't had any idea that they were witches and wizards."
Ron,PERSON,49,52,There was so much to learn that even people like Ron didn't have much of a head start.
Friday,DATE,0,6,Friday was an important day for Harry and Ron.
an important day,DATE,11,27,Friday was an important day for Harry and Ron.
Harry,PERSON,32,37,Friday was an important day for Harry and Ron.
Ron,PERSON,42,45,Friday was an important day for Harry and Ron.
the Great Hall,FAC,47,61,They finally managed to find their way down to the Great Hall for breakfast without getting lost once.
today,DATE,18,23,"""What have we got today?"""
Harry,PERSON,0,5,Harry asked Ron as he poured sugar on his porridge.
Ron,PERSON,12,15,Harry asked Ron as he poured sugar on his porridge.
Double Potions with the Slytherins,WORK_OF_ART,1,35,"""Double Potions with the Slytherins,"" said Ron."
Ron,PERSON,43,46,"""Double Potions with the Slytherins,"" said Ron."
Snape,PERSON,1,6,"""Snape's Head of Slytherin House."
Slytherin House,ORG,17,32,"""Snape's Head of Slytherin House."
Wish McGonagall,PERSON,1,16,"""Wish McGonagall favored us, "" said Harry."
Harry,PERSON,36,41,"""Wish McGonagall favored us, "" said Harry."
McGonagall,PERSON,10,20,"Professor McGonagall was head of Gryffindor House, but it hadn't stopped her from giving them a huge pile of homework the day before."
Gryffindor House,PERSON,33,49,"Professor McGonagall was head of Gryffindor House, but it hadn't stopped her from giving them a huge pile of homework the day before."
the day before,DATE,118,132,"Professor McGonagall was head of Gryffindor House, but it hadn't stopped her from giving them a huge pile of homework the day before."
Harry,PERSON,0,5,"Harry had gotten used to this by now, but it had given him a bit of a shock on the first morning, when about a hundred owls had suddenly streamed into the Great Hall during breakfast, circling the tables until they saw their owners, and dropping letters and packages onto their laps."
the first morning,TIME,79,96,"Harry had gotten used to this by now, but it had given him a bit of a shock on the first morning, when about a hundred owls had suddenly streamed into the Great Hall during breakfast, circling the tables until they saw their owners, and dropping letters and packages onto their laps."
about a hundred,CARDINAL,103,118,"Harry had gotten used to this by now, but it had given him a bit of a shock on the first morning, when about a hundred owls had suddenly streamed into the Great Hall during breakfast, circling the tables until they saw their owners, and dropping letters and packages onto their laps."
the Great Hall,FAC,151,165,"Harry had gotten used to this by now, but it had given him a bit of a shock on the first morning, when about a hundred owls had suddenly streamed into the Great Hall during breakfast, circling the tables until they saw their owners, and dropping letters and packages onto their laps."
Harry,PERSON,22,27,Hedwig hadn't brought Harry anything so far.
Harry,PERSON,107,112,"This morning, however, she fluttered down between the marmalade and the sugar bowl and dropped a note onto Harry's plate."
Harry,PERSON,0,5,Harry tore it open at once.
Dear Harry,PERSON,34,44,"It said, in a very untidy scrawl: Dear Harry, I know you get Friday afternoons off, so would you like to come and have a cup of tea with me around three?"
Friday,DATE,61,67,"It said, in a very untidy scrawl: Dear Harry, I know you get Friday afternoons off, so would you like to come and have a cup of tea with me around three?"
afternoons,TIME,68,78,"It said, in a very untidy scrawl: Dear Harry, I know you get Friday afternoons off, so would you like to come and have a cup of tea with me around three?"
around three,CARDINAL,140,152,"It said, in a very untidy scrawl: Dear Harry, I know you get Friday afternoons off, so would you like to come and have a cup of tea with me around three?"
first week,DATE,30,40,I want to hear all about your first week.
Hedwig,PERSON,28,34,Send us an answer back with Hedwig.
Hagrid Harry,PERSON,0,12,"Hagrid Harry borrowed Ron's quill, scribbled Yes, please, see you later on the back of the note, and sent Hedwig off again."
Ron,PERSON,22,25,"Hagrid Harry borrowed Ron's quill, scribbled Yes, please, see you later on the back of the note, and sent Hedwig off again."
Hedwig,PERSON,106,112,"Hagrid Harry borrowed Ron's quill, scribbled Yes, please, see you later on the back of the note, and sent Hedwig off again."
Harry,PERSON,18,23,"It was lucky that Harry had tea with Hagrid to look forward to, because the Potions lesson turned out to be the worst thing that had happened to him so far."
Hagrid,PERSON,37,43,"It was lucky that Harry had tea with Hagrid to look forward to, because the Potions lesson turned out to be the worst thing that had happened to him so far."
Harry,PERSON,30,35,"At the start-of-term banquet, Harry had gotten the idea that Professor Snape disliked him."
Snape,PERSON,71,76,"At the start-of-term banquet, Harry had gotten the idea that Professor Snape disliked him."
the end of the first Potions lesson,DATE,3,38,"By the end of the first Potions lesson, he knew he'd been wrong."
Snape,PERSON,0,5,Snape didn't dislike Harry -- he hated him.
Harry,PERSON,21,26,Snape didn't dislike Harry -- he hated him.
one,CARDINAL,35,38,Potions lessons took place down in one of the dungeons.
Snape,PERSON,0,5,"Snape, like Flitwick, started the class by taking the roll call, and like Flitwick, he paused at Harry's name."
Flitwick,PERSON,12,20,"Snape, like Flitwick, started the class by taking the roll call, and like Flitwick, he paused at Harry's name."
Flitwick,PERSON,74,82,"Snape, like Flitwick, started the class by taking the roll call, and like Flitwick, he paused at Harry's name."
Harry,PERSON,97,102,"Snape, like Flitwick, started the class by taking the roll call, and like Flitwick, he paused at Harry's name."
Harry Potter,WORK_OF_ART,28,40,"""Ah, Yes,"" he said softly, ""Harry Potter."
Draco Malfoy,PERSON,0,12,Draco Malfoy and his friends Crabbe and Goyle sniggered behind their hands.
Crabbe,PERSON,29,35,Draco Malfoy and his friends Crabbe and Goyle sniggered behind their hands.
Goyle,GPE,40,45,Draco Malfoy and his friends Crabbe and Goyle sniggered behind their hands.
Snape,PERSON,0,5,Snape finished calling the names and looked up at the class.
Hagrid,ORG,25,31,"His eyes were black like Hagrid's, but they had none of Hagrid's warmth."
Hagrid,PERSON,56,62,"His eyes were black like Hagrid's, but they had none of Hagrid's warmth."
Professor McGonagall,PERSON,75,95,"He spoke in barely more than a whisper, but they caught every word -- like Professor McGonagall, Snape had y caught every word -- like Professor McGonagall, Snape had the gift of keeping a class silent without effort."
Snape,PERSON,97,102,"He spoke in barely more than a whisper, but they caught every word -- like Professor McGonagall, Snape had y caught every word -- like Professor McGonagall, Snape had the gift of keeping a class silent without effort."
Professor McGonagall,PERSON,135,155,"He spoke in barely more than a whisper, but they caught every word -- like Professor McGonagall, Snape had y caught every word -- like Professor McGonagall, Snape had the gift of keeping a class silent without effort."
Snape,PERSON,157,162,"He spoke in barely more than a whisper, but they caught every word -- like Professor McGonagall, Snape had y caught every word -- like Professor McGonagall, Snape had the gift of keeping a class silent without effort."
Harry,PERSON,0,5,Harry and Ron exchanged looks with raised eyebrows.
Ron,PERSON,10,13,Harry and Ron exchanged looks with raised eyebrows.
Hermione Granger,PERSON,0,16,Hermione Granger was on the edge of her seat and looked desperate to start proving that she wasn't a dunderhead.
Snape,PERSON,5,10,said Snape suddenly.
Harry,PERSON,0,5,"Harry glanced at Ron, who looked as stumped as he was; Hermione's hand had shot into the air."
Ron,PERSON,17,20,"Harry glanced at Ron, who looked as stumped as he was; Hermione's hand had shot into the air."
Hermione,PERSON,55,63,"Harry glanced at Ron, who looked as stumped as he was; Hermione's hand had shot into the air."
Harry,PERSON,26,31,"""I don't know, sit,"" said Harry."
Snape,PERSON,0,5,Snape's lips curled into a sneer.
Hermione,PERSON,11,19,He ignored Hermione's hand.
Hermione,PERSON,0,8,"Hermione stretched her hand as high into the air as it would go without her leaving her seat, but Harry didn't have the faintest idea what a bezoar was."
Harry,PERSON,98,103,"Hermione stretched her hand as high into the air as it would go without her leaving her seat, but Harry didn't have the faintest idea what a bezoar was."
Malfoy,ORG,24,30,"He tried not to look at Malfoy, Crabbe, and Goyle, who were shaking with laughter."
Crabbe,ORG,32,38,"He tried not to look at Malfoy, Crabbe, and Goyle, who were shaking with laughter."
Goyle,PERSON,44,49,"He tried not to look at Malfoy, Crabbe, and Goyle, who were shaking with laughter."
Harry,PERSON,0,5,Harry forced himself to keep looking straight into those cold eyes.
Dursleys,PERSON,39,47,"He had looked through his books at the Dursleys', but did Snape expect him to remember everything in One Thousand Magical Herbs and Fungi?"
Snape,PERSON,58,63,"He had looked through his books at the Dursleys', but did Snape expect him to remember everything in One Thousand Magical Herbs and Fungi?"
One Thousand,QUANTITY,101,113,"He had looked through his books at the Dursleys', but did Snape expect him to remember everything in One Thousand Magical Herbs and Fungi?"
Fungi,GPE,132,137,"He had looked through his books at the Dursleys', but did Snape expect him to remember everything in One Thousand Magical Herbs and Fungi?"
Snape,PERSON,0,5,Snape was still ignoring Hermione's quivering hand.
Hermione,PERSON,25,33,Snape was still ignoring Hermione's quivering hand.
Hermione,PERSON,9,17,"At this, Hermione stood up, her hand stretching toward the dungeon ceiling."
Harry,PERSON,21,26,"""I don't know,"" said Harry quietly."
Hermione,PERSON,9,17,"""I think Hermione does, though, why don't you try her?"""
Harry,PERSON,22,27,"A few people laughed; Harry caught Seamus's eye, and Seamus winked."
Seamus,PERSON,35,41,"A few people laughed; Harry caught Seamus's eye, and Seamus winked."
Seamus,PERSON,53,59,"A few people laughed; Harry caught Seamus's eye, and Seamus winked."
Snape,PERSON,0,5,"Snape, however, was not pleased."
Hermione,PERSON,26,34,"""Sit down,"" he snapped at Hermione."
Potter,ORG,23,29,"""For your information, Potter, asphodel and wormwood make a sleeping potion so powerful it is known as the Draught of Living Death."
the Draught of Living Death,ORG,103,130,"""For your information, Potter, asphodel and wormwood make a sleeping potion so powerful it is known as the Draught of Living Death."
Snape,PERSON,16,21,"Over the noise, Snape said, ""And a point will be taken from Gryffindor House for your cheek, Potter."""
Gryffindor House,PERSON,60,76,"Over the noise, Snape said, ""And a point will be taken from Gryffindor House for your cheek, Potter."""
Gryffindors,ORG,30,41,Things didn't improve for the Gryffindors as the Potions lesson continued.
Snape,PERSON,0,5,Snape put them all into pairs and set them to mixing up a simple potion to cure boils.
Malfoy,ORG,133,139,"He swept around in his long black cloak, watching them weigh dried nettles and crush snake fangs, criticizing almost everyone except Malfoy, whom he seemed to like."
Malfoy,ORG,56,62,He was just telling everyone to look at the perfect way Malfoy had stewed his horned slugs when clouds of acid green smoke and a loud hissing filled the dungeon.
Neville,ORG,0,7,"Neville had somehow managed to melt Seamus's cauldron into a twisted blob, and their potion was seeping across the stone floor, burning holes in people's shoes."
Seamus,PERSON,36,42,"Neville had somehow managed to melt Seamus's cauldron into a twisted blob, and their potion was seeping across the stone floor, burning holes in people's shoes."
seconds,TIME,7,14,"Within seconds, the whole class was standing on their stools while Neville, who had been drenched in the potion when the cauldron collapsed, moaned in pain as angry red boils sprang up all over his arms and legs."
Neville,PERSON,67,74,"Within seconds, the whole class was standing on their stools while Neville, who had been drenched in the potion when the cauldron collapsed, moaned in pain as angry red boils sprang up all over his arms and legs."
Snape,PERSON,8,13,"snarled Snape, clearing the spilled potion away with one wave of his wand."
one,CARDINAL,53,56,"snarled Snape, clearing the spilled potion away with one wave of his wand."
Neville,ORG,0,7,Neville whimpered as boils started to pop up all over his nose.
Snape,PERSON,36,41,"""Take him up to the hospital wing,"" Snape spat at Seamus."
Seamus,PERSON,50,56,"""Take him up to the hospital wing,"" Snape spat at Seamus."
Harry,PERSON,19,24,"Then he rounded on Harry and Ron, who had been working next to Neville."
Ron,PERSON,29,32,"Then he rounded on Harry and Ron, who had been working next to Neville."
Neville,PERSON,63,70,"Then he rounded on Harry and Ron, who had been working next to Neville."
Gryffindor,PERSON,37,47,"That's another point you've lost for Gryffindor."""
Harry,PERSON,24,29,"This was so unfair that Harry opened his mouth to argue, but Ron kicked him behind their cauldron."
Ron,PERSON,61,64,"This was so unfair that Harry opened his mouth to argue, but Ron kicked him behind their cauldron."
Snape,PERSON,41,46,"""Doi* push it,"" he muttered, ""I've heard Snape can turn very nasty."""
an hour,TIME,45,52,"As they climbed the steps out of the dungeon an hour later, Harry's mind was racing and his spirits were low."
Harry,PERSON,60,65,"As they climbed the steps out of the dungeon an hour later, Harry's mind was racing and his spirits were low."
two,CARDINAL,10,13,He'd lost two points for Gryffindor in his very first week -- why did Snape hate him so much?
Gryffindor,PERSON,25,35,He'd lost two points for Gryffindor in his very first week -- why did Snape hate him so much?
his very first week,DATE,39,58,He'd lost two points for Gryffindor in his very first week -- why did Snape hate him so much?
Snape,PERSON,70,75,He'd lost two points for Gryffindor in his very first week -- why did Snape hate him so much?
Ron,PERSON,17,20,"""Cheer up,"" said Ron, ""Snape's always taking points off Fred and George."
Snape,PERSON,23,28,"""Cheer up,"" said Ron, ""Snape's always taking points off Fred and George."
Fred,PERSON,56,60,"""Cheer up,"" said Ron, ""Snape's always taking points off Fred and George."
George,PERSON,65,71,"""Cheer up,"" said Ron, ""Snape's always taking points off Fred and George."
Hagrid,PERSON,20,26,"Can I come and meet Hagrid with you?"""
five to three,CARDINAL,3,16,At five to three they left the castle and made their way across the grounds.
Hagrid,PERSON,0,6,Hagrid lived in a small wooden house on the edge of the forbidden forest.
Harry,PERSON,5,10,When Harry knocked they heard a frantic scrabbling from inside and several booming barks.
Hagrid,PERSON,5,11,"Then Hagrid's voice rang out, saying, ""Back, Fang -- back."""
Fang,ORG,45,49,"Then Hagrid's voice rang out, saying, ""Back, Fang -- back."""
Hagrid,ORG,0,6,"Hagrid's big, hairy face appeared in the crack as he pulled the door open."
Fang,ORG,7,11,"""Back, Fang."""
only one,CARDINAL,10,18,There was only one room inside.
Hagrid,PERSON,31,37,"""Make yerselves at home,"" said Hagrid, letting go of Fang, who bounded straight at Ron and started licking his ears."
Fang,ORG,53,57,"""Make yerselves at home,"" said Hagrid, letting go of Fang, who bounded straight at Ron and started licking his ears."
Ron,PERSON,83,86,"""Make yerselves at home,"" said Hagrid, letting go of Fang, who bounded straight at Ron and started licking his ears."
Hagrid,PERSON,5,11,"Like Hagrid, Fang was clearly not as fierce as he looked."
Fang,PERSON,13,17,"Like Hagrid, Fang was clearly not as fierce as he looked."
Ron,PERSON,9,12,"""This is Ron,"" Harry told Hagrid, who was pouring boiling water into a large teapot and putting rock cakes onto a plate."
Harry,PERSON,15,20,"""This is Ron,"" Harry told Hagrid, who was pouring boiling water into a large teapot and putting rock cakes onto a plate."
Hagrid,PERSON,26,32,"""This is Ron,"" Harry told Hagrid, who was pouring boiling water into a large teapot and putting rock cakes onto a plate."
Hagrid,PERSON,5,11,"said Hagrid, glancing at Ron's freckles."
Ron,PERSON,25,28,"said Hagrid, glancing at Ron's freckles."
half,CARDINAL,8,12,"I spent half me life chasin' yer twin brothers away from the forest."""
Harry,PERSON,84,89,"The rock cakes were shapeless lumps with raisins that almost broke their teeth, but Harry and Ron pretended to be enjoying them as they told Hagrid all about their first -lessons."
Ron,PERSON,94,97,"The rock cakes were shapeless lumps with raisins that almost broke their teeth, but Harry and Ron pretended to be enjoying them as they told Hagrid all about their first -lessons."
Hagrid,PERSON,141,147,"The rock cakes were shapeless lumps with raisins that almost broke their teeth, but Harry and Ron pretended to be enjoying them as they told Hagrid all about their first -lessons."
first,ORDINAL,164,169,"The rock cakes were shapeless lumps with raisins that almost broke their teeth, but Harry and Ron pretended to be enjoying them as they told Hagrid all about their first -lessons."
Fang,ORG,0,4,Fang rested his head on Harry's knee and drooled all over his robes.
Harry,PERSON,24,29,Fang rested his head on Harry's knee and drooled all over his robes.
Harry,PERSON,0,5,"Harry and Ron were delighted to hear Hagrid call Fitch ""that old git."""
Ron,PERSON,10,13,"Harry and Ron were delighted to hear Hagrid call Fitch ""that old git."""
Hagrid,PERSON,37,43,"Harry and Ron were delighted to hear Hagrid call Fitch ""that old git."""
Fitch,PERSON,49,54,"Harry and Ron were delighted to hear Hagrid call Fitch ""that old git."""
Norris,PERSON,27,33,"""An' as fer that cat, Mrs. Norris, I'd like ter introduce her to Fang sometime."
Fang,ORG,65,69,"""An' as fer that cat, Mrs. Norris, I'd like ter introduce her to Fang sometime."
D'yeh,ORG,0,5,"D'yeh know, every time I go up ter the school, she follows me everywhere?"
Fitch,PERSON,24,29,"Can't get rid of her -- Fitch puts her up to it."""
Harry,PERSON,0,5,Harry told Hagrid about Snape's lesson.
Hagrid,PERSON,11,17,Harry told Hagrid about Snape's lesson.
Snape,PERSON,24,29,Harry told Hagrid about Snape's lesson.
Hagrid,ORG,0,6,"Hagrid, like Ron, told Harry not to worry about it, that Snape liked hardly any of the students."
Ron,PERSON,13,16,"Hagrid, like Ron, told Harry not to worry about it, that Snape liked hardly any of the students."
Harry,PERSON,23,28,"Hagrid, like Ron, told Harry not to worry about it, that Snape liked hardly any of the students."
Snape,PERSON,57,62,"Hagrid, like Ron, told Harry not to worry about it, that Snape liked hardly any of the students."
Rubbish,NORP,1,8,"""Rubbish!"""
Hagrid,PERSON,5,11,said Hagrid.
Harry,PERSON,4,9,Yet Harry couldn't help thinking that Hagrid didn't quite meet his eyes when he said that.
Hagrid,PERSON,38,44,Yet Harry couldn't help thinking that Hagrid didn't quite meet his eyes when he said that.
Charlie,PERSON,19,26,"""How's yer brother Charlie?"""
Hagrid,ORG,0,6,Hagrid asked Ron.
Ron,PERSON,13,16,Hagrid asked Ron.
Harry,PERSON,0,5,Harry wondered if Hagrid had changed the subject on purpose.
Hagrid,PERSON,18,24,Harry wondered if Hagrid had changed the subject on purpose.
Ron,PERSON,6,9,"While Ron told Hagrid all about Charlie's work with dragons, Harry picked up a piece of paper that was lying on the table under the tea cozy."
Hagrid,PERSON,15,21,"While Ron told Hagrid all about Charlie's work with dragons, Harry picked up a piece of paper that was lying on the table under the tea cozy."
Charlie,PERSON,32,39,"While Ron told Hagrid all about Charlie's work with dragons, Harry picked up a piece of paper that was lying on the table under the tea cozy."
Harry,PERSON,61,66,"While Ron told Hagrid all about Charlie's work with dragons, Harry picked up a piece of paper that was lying on the table under the tea cozy."
Daily Prophet,WORK_OF_ART,26,39,"It was a cutting from the Daily Prophet: GRINGOTTS BREAK-IN LATEST Investigations continue into the break-in at Gringotts on 31 July, widely believed to be the work of Dark wizards or witches unknown."
Investigations,ORG,67,81,"It was a cutting from the Daily Prophet: GRINGOTTS BREAK-IN LATEST Investigations continue into the break-in at Gringotts on 31 July, widely believed to be the work of Dark wizards or witches unknown."
Gringotts,FAC,112,121,"It was a cutting from the Daily Prophet: GRINGOTTS BREAK-IN LATEST Investigations continue into the break-in at Gringotts on 31 July, widely believed to be the work of Dark wizards or witches unknown."
31 July,DATE,125,132,"It was a cutting from the Daily Prophet: GRINGOTTS BREAK-IN LATEST Investigations continue into the break-in at Gringotts on 31 July, widely believed to be the work of Dark wizards or witches unknown."
Gringotts,ORG,0,9,Gringotts goblins today insisted that nothing had been taken.
today,DATE,18,23,Gringotts goblins today insisted that nothing had been taken.
the same day,DATE,53,65,The vault that was searched had in fact been emptied the same day.
Gringotts,LOC,110,119,"""But we're not telling you what was in there, so keep your noses out if you know what's good for you,"" said a Gringotts spokesgoblin this afternoon."
this afternoon,TIME,133,147,"""But we're not telling you what was in there, so keep your noses out if you know what's good for you,"" said a Gringotts spokesgoblin this afternoon."
Harry,PERSON,0,5,"Harry remembered Ron telling him on the train that someone had tried to rob Gringotts, but Ron hadn't mentioned the date."
Ron,PERSON,17,20,"Harry remembered Ron telling him on the train that someone had tried to rob Gringotts, but Ron hadn't mentioned the date."
Gringotts,LOC,76,85,"Harry remembered Ron telling him on the train that someone had tried to rob Gringotts, but Ron hadn't mentioned the date."
Ron,PERSON,91,94,"Harry remembered Ron telling him on the train that someone had tried to rob Gringotts, but Ron hadn't mentioned the date."
Hagrid,PERSON,1,7,"""Hagrid!"""
Harry,PERSON,5,10,"said Harry, ""that Gringotts break-in happened on my birthday!"
Gringotts,PERSON,18,27,"said Harry, ""that Gringotts break-in happened on my birthday!"
Hagrid,PERSON,29,35,"There was no doubt about it, Hagrid definitely didn't meet Harry's eyes this time."
Harry,PERSON,59,64,"There was no doubt about it, Hagrid definitely didn't meet Harry's eyes this time."
Harry,PERSON,0,5,Harry read the story again.
earlier that same day,DATE,53,74,The vault that was searched had in fact been emptied earlier that same day.
Hagrid,ORG,0,6,"Hagrid had emptied vault seven hundred and thirteen, if you could call it emptying, taking out that grubby little package."
seven hundred and thirteen,CARDINAL,25,51,"Hagrid had emptied vault seven hundred and thirteen, if you could call it emptying, taking out that grubby little package."
Harry,PERSON,3,8,"As Harry and Ron walked back to the castle for dinner, their pockets weighed down with rock cakes they'd been too polite to refuse, Harry thought that none of the lessons he'd had so far had given him as much to think about as tea with Hagrid."
Ron,PERSON,13,16,"As Harry and Ron walked back to the castle for dinner, their pockets weighed down with rock cakes they'd been too polite to refuse, Harry thought that none of the lessons he'd had so far had given him as much to think about as tea with Hagrid."
Harry,PERSON,132,137,"As Harry and Ron walked back to the castle for dinner, their pockets weighed down with rock cakes they'd been too polite to refuse, Harry thought that none of the lessons he'd had so far had given him as much to think about as tea with Hagrid."
